Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9536959527,10796083196,8464064203,8823203502,9155323216,9473970369,9071452337,8806873085,9446940765,10415967029,10749591878,11094536545,9426330603,5969585015
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342609990249,390993679705,359273932009,474521815988,540194662418,593894382352,655996259990,653870449086,652237382663,594551851891,654187610235,731890595214,715843469845,757723684192
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11347424854,10778725729,14546206697,13927179245,17965366385,18344917155,14615780664,14300754797,15161028362,20273090235,23643556632,21662006256
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4365678062,5534576218,4796518942,5369759303,5810785524,7797725492,9309774146,10482099237,11542728872,11290145982,10483802377,10183007833,10864829654,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933241745,2088731883,1491786653,2504909082,2743512237,2861663843,2614982073,2808161581,2823858584,2398334403,2198489231,2097575871,1832937779,1837384291
